Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Đường Vĩnh Khê, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,68,47.35294118,Hải Phòng
"Đường Số 8, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,75,86.66666667,Hồ Chí Minh
"Đường Phú Thiện, Xã Vĩnh Thạnh, Nha Trang, Khánh Hòa",,,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,79.2,32.82828283,Khánh Hòa
"Đường An Bình, Xã An Đồng, An Dương, Hải Phòng",,,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,125,44,Hải Phòng
"Đường 743A, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",,Phường Tân Đông Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,62,61.29032258,Bình Dương
"Đường 182, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,77,84.41558442,Hồ Chí Minh
"Đường Lê Thị Kim, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",,,"Nhà mặt phố, mặt tiền",Đã có sổ,1,5,85,30,Hồ Chí Minh
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,56.7,103.1746032,Hồ Chí Minh
"Số 785, Đường Phúc Diễn, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",,Phường Xuân Phương,"Nhà mặt phố, mặt tiền",Hợp đồng mua bán,,,60,88.33333333,Hà Nội
"Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",Quận 1,Phường Phạm Ngũ Lão,"Nhà mặt phố, mặt tiền",Đã có sổ,4,7,34,220.5882353,Hồ Chí Minh
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,72.4,122.9281768,Hồ Chí Minh
"Phường Minh Khai, Hai Bà Trưng, Hà Nội",,Phường Minh Khai,,Đã có sổ,4,3,26,176.9230769,Hà Nội
"Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",Quận 6,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,2,1,16,137.5,Hồ Chí Minh
"Đường Lô Tư, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,67,111.1940299,Hồ Chí Minh
"Đường Số 21A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,90,102.2222222,Hồ Chí Minh
"Hẻm 108, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,24,122.9166667,Hồ Chí Minh
"Dự án Haruka Terrace & Haruka Residence, Đường Võ Nguyên Giáp, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",,Phường Hòa Phú,Nhà phố liền kề,,,,114,85.61403509,Bình Dương
"Đường Võ Văn Kiệt, Phường Cô Giang, Quận 1, Hồ Chí Minh",Quận 1,Phường Cô Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,2,1,10,130,Hồ Chí Minh
"Đường Số 34, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Linh Đông,"Nhà mặt phố, mặt tiền",,2,2,60,48.33333333,Hồ Chí Minh
"Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,27,153.7037037,Hồ Chí Minh
"Đường Nguyễn Duy Cung, Phường 12, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 12,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,36,138.0555556,Hồ Chí Minh
"Đường Tân Hương, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Quý,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,32,148.4375,Hồ Chí Minh
"Đường  Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 13,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,60,131.6666667,Hồ Chí Minh
"Đường Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,"Nhà mặt phố, mặt tiền",Đã có sổ,3,6,107,72.89719626,Hồ Chí Minh
"Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,80,41.25,Hồ Chí Minh
"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",,,Nhà phố liền kề,,2,4,120,57.5,Bình Thuận
"Đường Bùi Văn Ngữ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Quận 12,Phường Tân Chánh Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,50,52,Hồ Chí Minh
"Hẻm 29, Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 7,"Nhà mặt phố, mặt tiền",,3,4,60,113.3333333,Hồ Chí Minh
"Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",,Phường Gia Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,53,176.4150943,Hà Nội
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",Quận 10,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,44,225,Hồ Chí Minh
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",,Phường Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,,,85,36.47058824,Hà Nội
"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,34,180.8823529,Hà Nội
"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,42,192.8571429,Hà Nội
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",,Phường Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,45,121.1111111,Hà Nội
"Đường Lê Đức Thọ, Phường 17, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 17,"Nhà mặt phố, mặt tiền",,1,3,57,68.42105263,Hồ Chí Minh
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,35,157.1428571,Hà Nội
"Đường Phan Đình Phùng, Phường Quán Thánh, Ba Đình, Hà Nội",,Phường Quán Thánh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,33,221.2121212,Hà Nội
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",,Phường Quan Hoa,"Nhà mặt phố, mặt tiền",Đã có sổ,,6,44,148.8636364,Hà Nội
"Hẻm Số 1, Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,120,79.16666667,Hồ Chí Minh
"Đường Tân Ấp, Phường Phúc Xá, Ba Đình, Hà Nội",,Phường Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,41,243.902439,Hà Nội
"Đường Quán Gánh, Xã Nhị Khê, Thường Tín, Hà Nội",,,"Nhà mặt phố, mặt tiền",,4,,40,73.75,Hà Nội
"Ngõ 63, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,58,117.2413793,Hà Nội
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",Quận 8,Phường 5,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,60,93,Hồ Chí Minh
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",,Phường Bách Khoa,,Đã có sổ,5,6,55,154.5454545,Hà Nội
"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",,Phường Bồ Đề,,Đã có sổ,4,,68,145.5882353,Hà Nội
"Đường Số 43, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phường Bình Thuận,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,80,123.75,Hồ Chí Minh
"117, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,21,121.4285714,Hồ Chí Minh
"Dự án The Ocean Villas Quy Nhơn, Đường Quốc Lộ 19B, Xã Cát Tiến, Phù Cát, Bình Định",,,Nhà phố liền kề,Đã có sổ,2,3,240,32.5,Bình Định
"Đường Dương Trí Trạch, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",,Phường  An Hải Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,75,90.66666667,Đà Nẵng
"Đường Nguyễn Đức Thuận, Xã Đặng Xá, Gia Lâm, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,110,77.27272727,Hà Nội
"Đường Trương Định, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",,Phường Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,,,36,166.6666667,Hà Nội
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,78,121.7948718,Hà Nội
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,50,174,Hà Nội
"Green River quận 8, 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",Quận 8,Phường 6,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,151,34.43708609,Hồ Chí Minh
"Đường Lê Văn Tách, Phường Tương Bình Hiệp, Thủ Dầu Một, Bình Dương",,Phường Tương Bình Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2,,129,19.37984496,Bình Dương
"Hẻm 21 Đường Vườn Lài, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tân Thành,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,34,136.7647059,Hồ Chí Minh
"120, Đường Lê Thiệt, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Phú Thọ Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,36,155.5555556,Hồ Chí Minh
"Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",,Phường Hòa Hải,,Đã có sổ,2,3,90,45.55555556,Đà Nẵng
"Đường Hồ Tùng Mậu, Phường Dịch Vọng, Cầu Giấy, Hà Nội",,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,52,165.3846154,Hà Nội
"83/78/6A, Đường Năm Châu, Phường 12, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 12,"Nhà mặt phố, mặt tiền",,2,,56,96.42857143,Hồ Chí Minh
"449/23/2, Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 14,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,64,123.4375,Hồ Chí Minh
"Hẻm 23 Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tây Thạnh,"Nhà mặt phố, mặt tiền",,,,98,63.26530612,Hồ Chí Minh
"Số 83/78/6A, Đường Năm Châu, Phường 11, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,110,90.90909091,Hồ Chí Minh
"449/23/2, Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 14,"Nhà mặt phố, mặt tiền",,,,64,123.4375,Hồ Chí Minh
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,46,206.5217391,Hà Nội
"Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",Quận Phú Nhuận,Phường 7,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,69,85.50724638,Hồ Chí Minh
"Phố Kim Mã Thượng, Phường Liễu Giai, Ba Đình, Hà Nội",,Phường Liễu Giai,,Đã có sổ,5,3,36,205.5555556,Hà Nội
"Xã Thụy Hương, Chương Mỹ, Hà Nội.",,,,Đã có sổ,3,3,31.4,66.87898089,Hà Nội.
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",,Phường Mai Dịch,,Đã có sổ,5,6,48,186.4583333,Hà Nội
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,,Nhà phố liền kề,Đã có sổ,3,4,105.6,94.6969697,Hồ Chí Minh
"Đường Lê Sao, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Phú Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,37,151.3513514,Hồ Chí Minh
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,50,190,Hà Nội
"Phố Đà Nẵng, Phường Đông Hải 1, Hải An, Hải Phòng",,Phường Đông Hải 1,,Đã có sổ,4,4,71,83.8028169,Hải Phòng
"Dự án Andochine Resort, Đường Trần Hưng Đạo, Xã Dương Tơ, Phú Quốc, Kiên Giang",,,Nhà phố liền kề,Đã có sổ,,,100,48,Kiên Giang
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Quận Tân Phú,Phường Tây Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,68,95.58823529,Hồ Chí Minh
"Dự án Vinpearl Phú Quốc, Xã Gành Dầu, Phú Quốc, Kiên Giang",,,Nhà phố liền kề,Hợp đồng mua bán,1,3,470,20.21276596,Kiên Giang
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",Quận 8,Phường 3,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,55,101.8181818,Hồ Chí Minh
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",,1,,64,22.65625,Hồ Chí Minh
"Đường Hoàng Hoa Thám, Phường Đội Cấn, Ba Đình, Hà Nội",,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,38,212.6315789,Hà Nội
"Đường Lê Lai, Phường 11, Tân Bình, Hồ Chí Minh",Quận Tân Bình,Phường 11,"Nhà mặt phố, mặt tiền",,4,5,80,96.25,Hồ Chí Minh
"Đường Lê Hồng Phong, Phường Kim Mã, Ba Đình, Hà Nội",,Phường Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,42,178.5714286,Hà Nội
"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,3,5,50,86.2,Hồ Chí Minh
"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",,Phường Giang Biên,,,6,4,49,166.3265306,Hà Nội
"Đường Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Phường  Thạnh Mỹ Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,82,115.8536585,Hồ Chí Minh
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội",,,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,36,105.5555556,Hà Nội
"Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",,Phường Bình Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,5,101.3,59.23000987,Bình Dương
"46, Đường 46, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,Phường 10,"Nhà mặt phố, mặt tiền",Đã có sổ,3,6,64,145.3125,Hồ Chí Minh
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",,Phường Bưởi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,28,187.5,Hà Nội
"1/, Đường Số 5, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa,"Nhà mặt phố, mặt tiền",,2,4,56,101.7857143,Hồ Chí Minh
"Đường Trần Hưng Đạo, Phường Đông Hòa, Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,112.5,67.55555556,Bình Dương
"Dự án The Ocean Villas Quy Nhơn, Đường Quốc Lộ 19B, Xã Cát Tiến, Phù Cát, Bình Định",,,Nhà phố liền kề,Đã có sổ,2,2,240,32.5,Bình Định
"Dự án The Sol Residence, Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,Nhà phố liền kề,Đã có sổ,3,4,86,52.3255814,Hồ Chí Minh
"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,35,142.8571429,Hà Nội
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Quận 12,Phường Tân Chánh Hiệp,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,56,98.03571429,Hồ Chí Minh
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",,Phường Đông Ngạc,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,61,124.5901639,Hà Nội
"Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",,,2,40,33.75,Hồ Chí Minh
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",,Phường Trung Liệt,,Đã có sổ,5,4,40,197.5,Hà Nội
"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",,Phường Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,58,117.2413793,Hà Nội
"Dự án Flamingo Resort, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",,,Nhà phố liền kề,Đã có sổ,1,3,323,30.95975232,Vĩnh Phúc
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,80,57.25,Hồ Chí Minh
"Đường Tô Ký, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",Quận 12,Phường Đông Hưng Thuận,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,100,55,Hồ Chí Minh
"Đường Lê Đại Hành, Phường 11, Quận 11, Hồ Chí Minh",Quận 11,Phường 11,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,21,180.952381,Hồ Chí Minh
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,41,140.9756098,Hà Nội
"Đường Dân Chủ, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Bình Thọ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,87,109.1954023,Hồ Chí Minh
"Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,,,5,3,30,143,Hà Nội
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,36,133.3333333,Hà Nội
"Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,,Đã có sổ,1,1,51,147.0588235,Hà Nội
"Đường Cách Mạng Tháng Tám, Phường Quyết Thắng, Biên Hòa, Đồng Nai",,Phường Quyết Thắng,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,69,33.33333333,Đồng Nai
"Phường Ngọc Thụy, Long Biên, Hà Nội",,Phường Ngọc Thụy,,Đã có sổ,5,4,58,141.3793103,Hà Nội
"Phường Tân Mai, Hoàng Mai, Hà Nội",,Phường Tân Mai,,Đã có sổ,5,3,34,176.4705882,Hà Nội
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,,Nhà phố liền kề,,5,,96,97.91666667,Hưng Yên
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",,Phường Cổ Nhuế 1,,Đã có sổ,6,3,43,184.6511628,Hà Nội
"Đường Nguyễn Văn Hoa, Phường Thống Nhất, Biên Hòa, Đồng Nai",,Phường Thống Nhất,"Nhà mặt phố, mặt tiền",,2,3,86,55.81395349,Đồng Nai
"Đường Nguyễn An Ninh, Phường Trương Định, Hai Bà Trưng, Hà Nội",,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,6,,40,182.5,Hà Nội
"Đường Hưng Đạo Vương, Phường Trung Dũng, Biên Hòa, Đồng Nai",,Phường Trung Dũng,"Nhà mặt phố, mặt tiền",,2,4,53,135.8490566,Đồng Nai
"Đường Man Thiện, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",Quận Thủ Đức,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,38.1,94.48818898,Hồ Chí Minh
"Đường Dương Lâm, Phường Văn Quán, Hà Đông, Hà Nội",,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,32,206.25,Hà Nội
"Đường Trại Lẻ, Phường  Kênh Dương, Lê Chân, Hải Phòng",,Phường  Kênh Dương,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,51,128.4313725,Hải Phòng
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",,,Nhà phố liền kề,,4,,60,115,Hưng Yên
"Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,30,200,Hà Nội
"Đường Phú Thuận, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phường Phú Thuận,"Nhà mặt phố, mặt tiền",Đã có sổ,4,8,96,83.33333333,Hồ Chí Minh
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",,Phường Mỗ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,6,5,40,221.25,Hà Nội
"Phố Văn Hội, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",,Phường Đức Thắng,,Đã có sổ,4,4,42,128.5714286,Hà Nội
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",,Phường Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,45,143.3333333,Hà Nội
"Đường Cư Xá Vĩnh Hội, Phường 6, Quận 4, Hồ Chí Minh",Quận 4,Phường 6,"Nhà mặt phố, mặt tiền",Đã có sổ,,1,44,122.7272727,Hồ Chí Minh
"Đường Lê Văn Hiến, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",,Phường Đức Thắng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,9,50,144,Hà Nội
"Phố Vũ Hữu, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng.",,Phường Hòa Thuận Tây,,Đã có sổ,3,3,95,89.47368421,Đà Nẵng.
"Dự án KĐTM lấn biển Tây Bắc TP. Rạch Giá, Đường Số 5, Phường Vĩnh Thanh, Rạch Giá, Kiên Giang",,Phường Vĩnh Thanh,Nhà phố liền kề,Đã có sổ,,4,126,47.61904762,Kiên Giang
"Đường Đền Lừ 2, Phường Tân Mai, Hoàng Mai, Hà Nội",,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,35,128.5714286,Hà Nội
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Quận 12,Phường Thạnh Xuân,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,50,116,Hồ Chí Minh
"Dự án KĐTM lấn biển Tây Bắc TP. Rạch Giá, Rạch Giá, Kiên Giang",,,Nhà phố liền kề,Đã có sổ,,,110,25.90909091,Kiên Giang
"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",,,Nhà phố liền kề,Đã có sổ,4,5,105,58.85714286,Hà Nam
"Đường Thiên Hộ Dương, Phường 1, Gò Vấp, Hồ Chí Minh",Quận Gò Vấp,Phường 1,"Nhà mặt phố, mặt tiền",,3,,60.6,100.660066,Hồ Chí Minh
"Phường Kiến Hưng, Hà Đông, Hà Nội",,Phường Kiến Hưng,,Đã có sổ,5,,40,197.5,Hà Nội
"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",,Phường Mai Dịch,,,5,6,44,202.2727273,Hà Nội
"Dự án Meyhomes Capital, Đường 975, Phường An Thới, Phú Quốc, Kiên Giang",,Phường An Thới,Nhà phố liền kề,Đã có sổ,4,4,117,58.97435897,Kiên Giang
"Hẻm 141, Đường Tám Danh, Phường 4, Quận 8, Hồ Chí Minh",Quận 8,Phường 4,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,91.8,43.02832244,Hồ Chí Minh
"Đường Nguyễn Thị Minh Khai, Phường Tân An, Ninh Kiều, Cần Thơ",,Phường Tân An,"Nhà mặt phố, mặt tiền",Đã có sổ,,1,50,41.6,Cần Thơ
"Dự án Lộc Phát Residence, Đường 22/12, Phường Thuận Giao, Thuận An, Bình Dương",,Phường Thuận Giao,Nhà phố liền kề,Đã có sổ,3,4,61.6,58.44155844,Bình Dương
"Đường Vũ Chí Thắng, Phường Niệm Nghĩa, Lê Chân, Hải Phòng",,Phường Niệm Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,75,80,Hải Phòng
