Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Giá (triệu đồng/m2),Tỉnh/Thành phố
"Đường Bùi Hữu Nghĩa, Phường Long Tuyền, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường Long Tuyền,"Nhà ngõ, hẻm",Đã có sổ,,,53,4,Cần Thơ
"Đường Hiệp Bình, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Phước,"Nhà ngõ, hẻm",Đã có sổ,2,4,50,114,Tp Hồ Chí Minh
"Đường Ấp Chiến Lược, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà A,"Nhà ngõ, hẻm",Đã có sổ,,,40,66,Tp Hồ Chí Minh
"Đường Lê Hữu Tựu, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",Huyện Đông Anh,Xã Nguyên Khê,"Nhà ngõ, hẻm",Đã có sổ,,,270,31,Hà Nội
"ngô thế lân, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Quận Cẩm Lệ,Phường Hòa An,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,1135,26,Đà Nẵng
"Đường 32, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2,40,137,Hà Nội
"Đường Cả Cường, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Hưng Long,"Nhà mặt phố, mặt tiền",Đã có sổ,,,280,6,Tp Hồ Chí Minh
"18, Đường Hùng Vương, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,Phường Mỹ Phước,"Nhà mặt phố, mặt tiền",Đã có sổ,,,90,8,Bình Dương
"Một Phần 273/1, Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà ngõ, hẻm",Đã có sổ,4,,58,70,Tp Hồ Chí Minh
"HẺM 150, Đường Nguyễn Thông, Phường An Thới, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thuỷ,Phường An Thới,"Nhà mặt phố, mặt tiền",Đã có sổ,,,64,19,Cần Thơ
"Dt741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",,Phường Chánh Phú Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,70,6,Bình Dương
"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,6,,100,285,Hà Nội
"Đường Tỉnh lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Xã Tân Thạnh Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,,,190,30,Tp Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Xã Phú Xuân,"Nhà ngõ, hẻm",Đã có sổ,1,3,69,42,Tp Hồ Chí Minh
"2E, Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,3,,62,190,Tp Hồ Chí Minh
"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,,72,145,Hà Nội
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Tân Thuận Đông,"Nhà ngõ, hẻm",Đã có sổ,1,,40,91,Tp Hồ Chí Minh
"Đường Bùi Hữu Nghĩa, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",,Phường Bửu Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,70,30,Đồng Nai
"Đường Trần Hưng Đạo, Phường Mỹ Thạnh, Thành phố Long Xuyên, An Giang",,Phường Mỹ Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,80,14,An Giang
"võ thị sáu, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Phường Đông Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,214,25,Bình Dương
"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,3,,33,57,Hà Nội
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Tân Chánh Hiệp,"Nhà ngõ, hẻm",Đã có sổ,,2,33,23,Tp Hồ Chí Minh
"Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,120,104,Hà Nội
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5,,35,74,Hà Nội
"Đường Tầm Vu, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường Hưng Lợi,"Nhà ngõ, hẻm",Đã có sổ,1,3,48,38,Cần Thơ
"Đường Trường Lưu, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Long Trường,"Nhà ngõ, hẻm",Đã có sổ,,3,512,66,Tp Hồ Chí Minh
"Đường Võ Nguyên Giáp, Phường Tân Phú, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Tân Phú,"Nhà ngõ, hẻm",Đã có sổ,,,80,8,Cần Thơ
"Luỹ Bán Bích, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 8,"Nhà ngõ, hẻm",Đã có sổ,,,1626,100,Tp Hồ Chí Minh
"Đường ĐT 741, Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",,Xã Phú Chánh,"Nhà ngõ, hẻm",Đã có sổ,,,65,11,Bình Dương
"Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,,4,120,104,Hà Nội
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5,,35,74,Hà Nội
"Đường Tầm Vu, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường Hưng Lợi,"Nhà ngõ, hẻm",Đã có sổ,1,3,48,38,Cần Thơ
"Đường Trường Lưu, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Long Trường,"Nhà ngõ, hẻm",Đã có sổ,,3,512,66,Tp Hồ Chí Minh
"Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,,3,40,73,Hà Nội
"Đường Đại Lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,Phường Thới Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,,,240,5,Bình Dương
"Đường 49, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,92,94,Tp Hồ Chí Minh
"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,6,2,55,95,Hà Nội
"Đường Số 38, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Chánh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,65,66,Tp Hồ Chí Minh
"Đường Đê La Thành, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,1,35,125,Hà Nội
"Đường Yên Hòa, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,1,31,127,Hà Nội
"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo,"Nhà ngõ, hẻm",Đã có sổ,1,,50,37,Tp Hồ Chí Minh
"Đường Hòa Nghĩa, Phường Hoà Nghĩa, Quận Dương Kinh, Hải Phòng",Quận Dương Kinh,Phường Hoà Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,,,644,11,Hải Phòng
"Đường Nguyễn Tri Phương, Phường 9, Quận 5, Tp Hồ Chí Minh",Quận 5,Phường 9,"Nhà ngõ, hẻm",Đã có sổ,3,,51,298,Tp Hồ Chí Minh
"Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,90,272,Hà Nội
"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Phú Thọ Hòa,"Nhà ngõ, hẻm",Đã có sổ,,,62,71,Tp Hồ Chí Minh
"c4, Đường Phạm Hùng, Phường 5, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 5,"Nhà mặt phố, mặt tiền",Giấy tờ khác,1,3,64,48,Tp Hồ Chí Minh
"111, K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Khuê Mỹ,Nhà biệt thự,Đã có sổ,,,102,32,Đà Nẵng
"489/12/8, Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Phường Chính Gián,"Nhà ngõ, hẻm",Đã có sổ,2,1,25,55,Đà Nẵng
"35/9 hẻm 9, Đường Nhật Tảo, Phường Lê Bình, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Lê Bình,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,105,21,Cần Thơ
"Đường Ngã Ba Lăn Xi, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,Phường Tân Định,"Nhà mặt phố, mặt tiền",Đã có sổ,,,253,9,Bình Dương
"Đường Quốc Lộ 91C, Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Quận Cái Răng,Phường Phú Thứ,"Nhà mặt phố, mặt tiền",Đã có sổ,,,825,4,Cần Thơ
"Phạm Hùng, Phường 10, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,2,2,34,86,Tp Hồ Chí Minh
"Hẻm, Đường Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,3,,25,102,Tp Hồ Chí Minh
"đường cổ Mân 3, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng",Quận Sơn Trà,Phường An Hải Tây,"Nhà ngõ, hẻm",Đã có sổ,,,101,23,Đà Nẵng
"Phan văn trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,,2,101,40,Tp Hồ Chí Minh
"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Xã Phước Kiển,"Nhà ngõ, hẻm",Đã có sổ,,,130,43,Tp Hồ Chí Minh
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,2,55,127,Hà Nội
"Thuận Giao 07, Phường Thuận Giao, Thị xã Thuận An, Bình Dương",,Phường Thuận Giao,"Nhà ngõ, hẻm",Đã có sổ,,,94,18,Bình Dương
"Đường ĐT 743, Phường Bình Chuẩn, Thị xã Thuận An, Bình Dương",,Phường Bình Chuẩn,"Nhà ngõ, hẻm",Đã có sổ,,,75,15,Bình Dương
"91A, Đường Trần Thị Điệu, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Phước Long B,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,70,150,Tp Hồ Chí Minh
"Đường Võ Nguyên Giáp, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",Huyện Đông Anh,Xã Nguyên Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,,,6075,38,Hà Nội
"Fpt City, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Hoà Hải,"Nhà mặt phố, mặt tiền",Đã có sổ,,,132,27,Đà Nẵng
"Đường Ngọc Lâm, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2,100,55,Hà Nội
"Đường Tỉnh lộ 15, Xã An Phú, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,Xã An Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,676,7,Tp Hồ Chí Minh
"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,1,31,125,Hà Nội
"Đường 14/9, Phường 5, Thành phố Vĩnh Long, Vĩnh Long",,Phường 5,"Nhà ngõ, hẻm",Đã có sổ,,,49,3,Vĩnh Long
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú A,"Nhà mặt phố, mặt tiền",Đã có sổ,,,55,10,Tp Hồ Chí Minh
"Đường 22, Xã Thanh Bình, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,Xã Thanh Bình,"Nhà mặt phố, mặt tiền",Đã có sổ,,,1000,2,Đồng Nai
"DX, Đường Quốc lộ 14||16824, Thị trấn Chơn Thành, Huyện Chơn Thành, Bình Phước",Huyện Chơn Thành,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,210,2,Bình Phước
"487/41, Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Tân Thuận Đông,"Nhà ngõ, hẻm",Đã có sổ,,,18,53,Tp Hồ Chí Minh
"Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,3,2,18,4,Hà Nội
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 6,"Nhà ngõ, hẻm",Đang chờ sổ,,2,18,35,Tp Hồ Chí Minh
"tây sơn, Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",,Phường Tân Thành,"Nhà ngõ, hẻm",Đã có sổ,,2,102,15,Đắk Lắk
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,Phường Trảng Dài,"Nhà ngõ, hẻm",Đã có sổ,,,112,10,Đồng Nai
"Đường Lò Lu, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Trường Thạnh,"Nhà ngõ, hẻm",Đã có sổ,,,59,54,Tp Hồ Chí Minh
"Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,,35,70,Hà Nội
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà B,Nhà phố liền kề,Đã có sổ,3,,72,76,Tp Hồ Chí Minh
"Đường Lê Văn Nhung, Phường Mỹ Bình, Thành phố Long Xuyên, An Giang",,Phường Mỹ Bình,Nhà phố liền kề,Đã có sổ,,,72,28,An Giang
"Đường Hàng Chuối, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Phạm Đình Hổ,"Nhà ngõ, hẻm",Đã có sổ,8,,70,247,Hà Nội
"Đường Hưng Nhơn, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,70,9,Tp Hồ Chí Minh
"72, Đường ĐT 741, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",,Phường Hoà Phú,"Nhà mặt phố, mặt tiền",Giấy tờ khác,,,150,20,Bình Dương
"Đường Trần Hưng Đạo, Thị trấn Dương Đông, Huyện Phú Quốc, Kiên Giang",Huyện Phú Quốc,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,8000,59,Kiên Giang
"Đường D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Phường 25,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,8000,40,Tp Hồ Chí Minh
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,,,64,65,Tp Hồ Chí Minh
"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng",Quận Thanh Khê,Phường An Khê,"Nhà ngõ, hẻm",Đã có sổ,,2,42,44,Đà Nẵng
"Đường Phùng Hưng, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2,36,119,Hà Nội
"Chung Cư Gò Dầu 2, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Phường Tân Sơn Nhì,"Nhà ngõ, hẻm",Đã có sổ,,,5700,37,Tp Hồ Chí Minh
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Xã Xuân Thới Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,60,6,Tp Hồ Chí Minh
"1 - 1A, Đường Tân Vĩnh, Phường 6, Quận 4, Tp Hồ Chí Minh",Quận 4,Phường 6,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,93,178,Tp Hồ Chí Minh
"Đường Trần Thanh Mại, Phường An Đông, Thành phố Huế, Thừa Thiên Huế",,Phường An Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,,,118,19,Thừa Thiên Huế
"15/23, Đường Số 8, Phường Tăng Nhơn Phú B, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Tăng Nhơn Phú B,"Nhà mặt phố, mặt tiền",Đã có sổ,,2,128,54,Tp Hồ Chí Minh
"Đường Tỉnh Lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Xã Phạm Văn Hai,"Nhà mặt phố, mặt tiền",Đã có sổ,1,3,40,5,Tp Hồ Chí Minh
"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 16,"Nhà ngõ, hẻm",Đã có sổ,1,2,512,70,Tp Hồ Chí Minh
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,7,,300,58,Hà Nội
"thanh lương 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Quận Cẩm Lệ,Phường Hòa Xuân,"Nhà ngõ, hẻm",Đã có sổ,,,100,29,Đà Nẵng
"Đường Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh",Quận 8,Phường 16,"Nhà ngõ, hẻm",Đã có sổ,1,2,38,54,Tp Hồ Chí Minh
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,,,40,55,Hà Nội
"Đường Lê Trọng Tấn, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng",Quận Cẩm Lệ,Phường Hòa An,"Nhà ngõ, hẻm",Đã có sổ,,,256,27,Đà Nẵng
"Đường Đặng Văn Dầy, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ, Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ",Quận Bình Thủy,Phường Bình Thủy,Nhà phố liền kề,Đã có sổ,3,,110,59,Cần Thơ
"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Quận Ngũ Hành Sơn,Phường Hoà Quý,Nhà phố liền kề,Đã có sổ,,,115,12,Đà Nẵng
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Tân Thới Nhất,Nhà phố liền kề,Đã có sổ,,,95,14,Tp Hồ Chí Minh
"Đường Phù Đổng, Phường Phù Đổng, Thành phố Pleiku, Gia Lai",,Phường Phù Đổng,Nhà phố liền kề,Đã có sổ,,3,100,18,Gia Lai
"Đường Trần Văn Quang, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Phường 10,"Nhà ngõ, hẻm",Đã có sổ,2,2,23,100,Tp Hồ Chí Minh
"Đường Quốc lộ 1A, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng",Huyện Hòa Vang,Xã Hòa Phước,"Nhà ngõ, hẻm",Đã có sổ,,,100,4,Đà Nẵng
"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Quận 7,Phường Phú Mỹ,"Nhà ngõ, hẻm",Đang chờ sổ,,1,100,31,Tp Hồ Chí Minh
"Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Phường 11,"Nhà ngõ, hẻm",Đã có sổ,1,,40,87,Tp Hồ Chí Minh
"Đường Số 13A, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hoà A,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,25,99,Tp Hồ Chí Minh
"26, Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,,35,97,Hà Nội
"Đường Tam Đa, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",Quận 9,Phường Trường Thạnh,"Nhà mặt phố, mặt tiền",Đã có sổ,,,86,40,Tp Hồ Chí Minh
"Đường Số 38, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,64,82,Tp Hồ Chí Minh
"tây sơn, Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",,Phường Tân Thành,"Nhà ngõ, hẻm",Đã có sổ,,2,102,15,Đắk Lắk
"Đường Nguyễn Văn Cừ, Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường An Hòa,"Nhà ngõ, hẻm",Đã có sổ,2,4,85,55,Cần Thơ
"24, Đường 10/3, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",,Phường Tân Lợi,"Nhà ngõ, hẻm",Đã có sổ,4,2,138,4,Đắk Lắk
"Đường Lê Thị Trung, Phường An Phú, Thị xã Thuận An, Bình Dương",,Phường An Phú,"Nhà mặt phố, mặt tiền",Đã có sổ,,,63,37,Bình Dương
"Đường Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,5,2,42,97,Hà Nội
"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,Nhà phố liền kề,Đã có sổ,5,2,60,200,Hà Nội
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Phường Hiệp Bình Phước,Nhà phố liền kề,Đã có sổ,,2,60,27,Tp Hồ Chí Minh
"Đường Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,7,2,54,222,Hà Nội
"QL1A, Xã Suối Tân, Huyện Cam Lâm, Khánh Hòa",Huyện Cam Lâm,Xã Suối Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,,,76,6,Khánh Hòa
"Đường Quốc Lộ 57, Xã Thanh Đức, Huyện Long Hồ, Vĩnh Long",Huyện Long Hồ,Xã Thanh Đức,"Nhà mặt phố, mặt tiền",Đã có sổ,,,125,8,Vĩnh Long
"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,,,86,27,Hà Nội
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Phường Tân Thới Nhất,"Nhà mặt phố, mặt tiền",Đang chờ sổ,,2,86,36,Tp Hồ Chí Minh
"Đường Lê Anh Xuân, Phường An Hòa, Quận Ninh Kiều, Cần Thơ",Quận Ninh Kiều,Phường An Hòa,"Nhà ngõ, hẻm",Đang chờ sổ,,2,41,51,Cần Thơ
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,,,41,14,Hà Nội
"Đường ĐT 741, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,Phường Mỹ Phước,"Nhà ngõ, hẻm",Đã có sổ,,,120,6,Bình Dương
"Đường Quốc lộ 1K, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Phường Dĩ An,"Nhà mặt phố, mặt tiền",Đã có sổ,,,450,4,Bình Dương
"Đường Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,,273,355,Hà Nội
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,6,5,48,143,Hà Nội
"Đường Nguyễn Ái Quốc, Phường Hoá An, Thành phố Biên Hòa, Đồng Nai",,Phường Hoá An,"Nhà ngõ, hẻm",Đã có sổ,,2,48,11,Đồng Nai
"Đường Thuận Giao 25, Phường Thuận Giao, Thị xã Thuận An, Bình Dương",,Phường Thuận Giao,"Nhà ngõ, hẻm",Đã có sổ,,1,48,19,Bình Dương
